"","points","id","year","populationx1000","mean_points_by_year","factor.city"
"3045",107,"36178","2007",343,181,"other"
"3046",3,"42029","2009",343,59,"other"
"3047",315,"35187","2006",343,293,"other"
"3048",38,"38444","2004",343,657,"other"
"3049",96,"40635","2009",343,59,"other"
"3050",423,"33121","2006",343,293,"other"
"3051",28,"40978","2008",343,105,"other"
"3052",6,"42889","2010",343,37,"other"
"3053",75,"40003","2009",343,59,"other"
"3054",53,"40617","2008",343,105,"other"
"3055",138,"43387","2007",343,181,"other"
"3056",16,"37738","2004",343,657,"other"
"3057",378,"34919","2004",343,657,"other"
"3058",26,"33646","2006",343,293,"other"
"3059",324,"36429","2007",343,181,"other"
"3060",4,"38515","2008",343,105,"other"
"3061",55,"41226","2009",343,59,"other"
"3062",523,"30759","2004",343,657,"other"
"3063",23,"43414","2010",343,37,"other"
"3064",2,"44257","2009",343,59,"other"
"3065",32,"39430","2008",343,105,"other"
"3066",153,"29958","2004",343,657,"other"
"3067",226,"35944","2007",343,181,"other"
"3068",91,"40775","2008",343,105,"other"
"3069",412,"37942","2008",343,105,"other"
"3070",757,"29528","2004",343,657,"other"
"3071",75,"42403","2010",343,37,"other"
"3072",123,"38343","2005",343,456,"other"
"3073",1002,"33971","2006",343,293,"other"
"3074",331,"39507","2006",343,293,"other"
"3075",332,"33580","2005",343,456,"other"
"3076",151,"38807","2008",343,105,"other"
"3077",59,"43756","2005",343,456,"other"
"3078",732,"29059","2004",343,657,"other"
"3079",15,"43490","2010",343,37,"other"
"3080",39,"33983","2006",343,293,"other"
"3081",298,"31899","2005",343,456,"other"
"3082",33,"39190","2008",343,105,"other"
"3083",8,"41732","2009",343,59,"other"
"3084",217,"38032","2008",343,105,"other"
"3085",174,"38478","2008",343,105,"other"
"3086",8,"42887","2008",343,105,"other"
"3087",392,"36353","2007",343,181,"other"
"3088",137,"42281","2010",343,37,"other"
"3089",187,"34595","2006",343,293,"other"
"3090",185,"38493","2008",343,105,"other"
"3091",64,"38292","2008",343,105,"other"
"3092",147,"38983","2008",343,105,"other"
"3093",40,"42467","2009",343,59,"other"
"3094",105,"40077","2009",343,59,"other"
"3095",246,"39569","2004",343,657,"other"
"3096",959,"30504","2004",343,657,"other"
"3097",65,"40815","2009",343,59,"other"
"3098",1156,"31454","2004",343,657,"other"
"3099",26,"44841","2011",343,15,"other"
"3100",4,"44407","2011",343,15,"other"
"3101",43,"43403","2010",343,37,"other"
"3102",44,"41502","2009",343,59,"other"
"3103",261,"37837","2008",343,105,"other"
"3104",14,"39647","2007",343,181,"other"
"3105",1,"44933","2011",343,15,"other"
"3106",13,"42915","2009",343,59,"other"
"3107",101,"40381","2009",343,59,"other"
"3108",70,"40867","2009",343,59,"other"
"3109",6,"43092","2009",343,59,"other"
"3110",315,"35713","2007",343,181,"other"
"3111",9,"43931","2009",343,59,"other"
"3112",29,"39184","2007",343,181,"other"
"3113",143,"39995","2009",343,59,"other"
"3114",45,"39406","2008",343,105,"other"
"3115",12,"43332","2010",343,37,"other"
"3116",170,"40368","2009",343,59,"other"
"3117",220,"39358","2005",343,456,"other"
"3118",460,"31527","2005",343,456,"other"
"3119",62,"38403","2007",343,181,"other"
"3120",25,"43573","2010",343,37,"other"
"3121",30,"42629","2010",343,37,"other"
"3122",44,"43468","2010",343,37,"other"
"3123",416,"34694","2005",343,456,"other"
"3124",10,"41986","2007",343,181,"other"
"3125",824,"35404","2007",343,181,"other"
"3126",29,"39545","2007",343,181,"other"
"3127",41,"42625","2010",343,37,"other"
"3128",82,"36957","2007",343,181,"other"
"3129",6,"43480","2009",343,59,"other"
"3130",23,"40198","2008",343,105,"other"
"3131",6,"44792","2011",343,15,"other"
"3132",9,"41525","2009",343,59,"other"
"3133",182,"43020","2004",343,657,"other"
"3134",28,"38279","2008",343,105,"other"
"3135",41,"43057","2010",343,37,"other"
"3136",86,"38761","2008",343,105,"other"
"3137",69,"35556","2007",343,181,"other"
"3138",208,"35607","2007",343,181,"other"
"3139",85,"36894","2007",343,181,"other"
"3140",152,"38862","2008",343,105,"other"
"3141",278,"35405","2007",343,181,"other"
"3142",3,"43447","2010",343,37,"other"
"3143",67,"40476","2009",343,59,"other"
"3144",8,"43212","2010",343,37,"other"
"3145",283,"38309","2007",343,181,"other"
"3146",46,"43238","2010",343,37,"other"
"3147",4,"43452","2008",343,105,"other"
"3148",213,"33644","2005",343,456,"other"
"3149",31,"44046","2009",343,59,"other"
"3150",22,"40970","2008",343,105,"other"
"3151",59,"42835","2010",14,37,"other"
"3152",509,"37153","2007",398,181,"other"
"3153",16,"42470","2008",398,105,"other"
"3154",677,"36828","2006",398,293,"other"
"3155",68,"38978","2008",398,105,"other"
"3156",123,"36629","2004",398,657,"other"
"3157",458,"36462","2005",398,456,"other"
"3158",100,"42395","2009",398,59,"other"
"3159",506,"41750","2004",398,657,"other"
"3160",62,"37473","2007",398,181,"other"
"3161",20,"42468","2007",398,181,"other"
"3162",23,"44756","2011",398,15,"other"
"3163",203,"38734","2008",398,105,"other"
"3164",43,"42160","2009",398,59,"other"
"3165",9,"41089","2008",398,105,"other"
"3166",19,"42439","2010",398,37,"other"
"3167",13,"42322","2010",398,37,"other"
"3168",11,"39064","2007",398,181,"other"
"3169",320,"36026","2007",398,181,"other"
"3170",8,"41762","2009",398,59,"other"
"3171",9,"42248","2010",398,37,"other"
"3172",94,"29108","2004",221,657,"other"
"3173",166,"37831","2008",221,105,"other"
"3174",11,"41123","2009",221,59,"other"
"3175",75,"38763","2008",221,105,"other"
"3176",21,"42156","2009",221,59,"other"
"3177",18,"33181","2005",221,456,"other"
"3178",44,"39942","2006",221,293,"other"
"3179",44,"29217","2004",221,657,"other"
"3180",120,"29218","2004",221,657,"other"
"3181",32,"42497","2009",221,59,"other"
"3182",37,"42155","2009",221,59,"other"
"3183",17,"30958","2005",221,456,"other"
"3184",106,"40757","2009",221,59,"other"
"3185",34,"33333","2006",221,293,"other"
"3186",308,"33351","2006",221,293,"other"
"3187",62,"40900","2009",221,59,"other"
"3188",37,"33814","2005",221,456,"other"
"3189",48,"40949","2009",221,59,"other"
"3190",55,"40890","2009",221,59,"other"
"3191",27,"33212","2006",221,293,"other"
"3192",409,"33624","2006",221,293,"other"
"3193",155,"29694","2004",221,657,"other"
"3194",91,"38758","2008",221,105,"other"
"3195",17,"43086","2007",273,181,"other"
"3196",30,"43964","2008",273,105,"other"
"3197",1,"43488","2009",42,59,"other"
"3198",1,"43423","2009",42,59,"other"
"3199",1,"43474","2009",42,59,"other"
"3200",124,"40788","2004",307,657,"other"
"3201",195,"40806","2004",307,657,"other"
"3202",26,"38344","2008",307,105,"other"
"3203",35,"41200","2009",307,59,"other"
"3204",45,"41144","2009",307,59,"other"
"3205",19,"37504","2007",307,181,"other"
"3206",68,"40799","2005",307,456,"other"
"3207",46,"39870","2007",307,181,"other"
"3208",15,"33420","2006",307,293,"other"
"3209",289,"37840","2008",307,105,"other"
"3210",259,"40048","2009",307,59,"other"
"3211",104,"40995","2009",307,59,"other"
"3212",4,"43257","2010",307,37,"other"
"3213",26,"44483","2011",307,15,"other"
"3214",341,"39201","2008",307,105,"other"
"3215",20,"38381","2008",307,105,"other"
"3216",141,"38581","2008",307,105,"other"
"3217",49,"43241","2010",307,37,"other"
"3218",2,"43670","2010",307,37,"other"
"3219",308,"36807","2007",235,181,"other"
"3220",10,"44131","2005",235,456,"other"
"3221",16,"44170","2006",235,293,"other"
"3222",65,"38538","2007",235,181,"other"
"3223",222,"36349","2005",235,456,"other"
"3224",32,"38101","2006",235,293,"other"
"3225",123,"40297","2009",235,59,"other"
"3226",14,"38573","2006",235,293,"other"
"3227",8,"40779","2008",235,105,"other"
"3228",22,"40516","2008",235,105,"other"
"3229",20,"43172","2006",235,293,"other"
"3230",506,"38020","2008",235,105,"other"
"3231",10,"44146","2005",235,456,"other"
"3232",419,"30536","2004",235,657,"other"
"3233",2132,"29094","2004",258,657,"other"
"3234",87,"31816","2005",258,456,"other"
"3235",114,"40889","2009",258,59,"other"
"3236",48,"42354","2010",258,37,"other"
"3237",4,"40888","2008",258,105,"other"
"3238",60,"40821","2009",258,59,"other"
"3239",55,"43161","2010",258,37,"other"
"3240",174,"31010","2004",258,657,"other"
"3241",44,"43470","2008",258,105,"other"
"3242",1288,"31293","2005",258,456,"other"
"3243",36,"43384","2010",14,37,"other"
"3244",17,"36324","2007",280,181,"other"
"3245",249,"34249","2006",280,293,"other"
"3246",15,"42881","2009",280,59,"other"
"3247",16,"42542","2010",280,37,"other"
"3248",246,"40157","2009",280,59,"other"
"3249",381,"32614","2004",280,657,"other"
"3250",26,"43711","2010",280,37,"other"
"3251",641,"36328","2006",280,293,"other"
"3252",86,"42386","2010",280,37,"other"
"3253",61,"41609","2009",280,59,"other"
"3254",922,"36376","2007",280,181,"other"
"3255",275,"30195","2004",280,657,"other"
"3256",59,"42441","2010",280,37,"other"
"3257",74,"39742","2008",92,105,"other"
"3258",156,"34130","2005",404,456,"other"
"3259",76,"38496","2008",404,105,"other"
"3260",31,"34920","2006",404,293,"other"
"3261",64,"38778","2008",404,105,"other"
"3262",1,"43610","2010",404,37,"other"
"3263",35,"32442","2004",404,657,"other"
"3264",139,"39548","2006",404,293,"other"
"3265",97,"40569","2008",404,105,"other"
"3266",36,"39838","2005",38,456,"other"
"3267",1746,"30685","2004",51,657,"other"
"3268",367,"33336","2006",719,293,"other"
"3269",6,"44401","2011",719,15,"other"
"3270",1,"43082","2010",719,37,"other"
"3271",21,"35836","2007",719,181,"other"
"3272",404,"30942","2005",719,456,"other"
"3273",82,"40169","2009",719,59,"other"
"3274",54,"38138","2008",719,105,"other"
"3275",699,"35360","2007",719,181,"other"
"3276",18,"40144","2009",719,59,"other"
"3277",399,"33264","2006",719,293,"other"
"3278",2093,"31185","2005",719,456,"other"
"3279",74,"42190","2010",719,37,"other"
"3280",61,"42192","2010",719,37,"other"
"3281",5,"44985","2011",719,15,"other"
"3282",105,"40007","2009",719,59,"other"
"3283",182,"39975","2009",719,59,"other"
"3284",197,"31165","2005",719,456,"other"
"3285",3,"44640","2011",719,15,"other"
"3286",5,"44486","2011",719,15,"other"
"3287",377,"30077","2004",719,657,"other"
"3288",823,"30757","2004",719,657,"other"
"3289",49,"42731","2010",719,37,"other"
"3290",11,"43639","2010",719,37,"other"
"3291",3,"42171","2009",719,59,"other"
"3292",66,"35353","2007",719,181,"other"
"3293",157,"35380","2007",719,181,"other"
"3294",81,"30766","2005",719,456,"other"
"3295",12,"40019","2009",719,59,"other"
"3296",577,"29641","2004",719,657,"other"
"3297",222,"35721","2006",719,293,"other"
"3298",30,"42367","2010",719,37,"other"
"3299",84,"43549","2010",719,37,"other"
"3300",256,"31174","2004",719,657,"other"
"3301",2525,"30190","2004",719,657,"other"
"3302",126,"38049","2008",719,105,"other"
"3303",143,"36566","2007",719,181,"other"
"3304",1189,"31048","2005",719,456,"other"
"3305",302,"31269","2005",719,456,"other"
"3306",14,"42298","2010",719,37,"other"
"3307",6,"42361","2010",719,37,"other"
"3308",118,"40140","2009",719,59,"other"
"3309",44,"39511","2007",719,181,"other"
"3310",1,"42540","2010",719,37,"other"
"3311",90,"29975","2004",719,657,"other"
"3312",496,"31632","2005",719,456,"other"
"3313",259,"35358","2007",719,181,"other"
"3314",85,"40123","2009",719,59,"other"
"3315",21,"35233","2006",719,293,"other"
"3316",20,"37785","2008",719,105,"other"
"3317",22,"36179","2007",719,181,"other"
"3318",673,"33240","2006",719,293,"other"
"3319",207,"36073","2007",719,181,"other"
"3320",59,"37985","2008",719,105,"other"
"3321",3,"44365","2011",719,15,"other"
"3322",168,"40014","2009",719,59,"other"
"3323",3,"42304","2010",719,37,"other"
"3324",215,"37482","2007",719,181,"other"
"3325",204,"40040","2009",719,59,"other"
"3326",58,"37817","2008",719,105,"other"
"3327",208,"31128","2005",719,456,"other"
"3328",115,"35357","2007",719,181,"other"
"3329",32,"42443","2010",719,37,"other"
"3330",9,"37982","2008",719,105,"other"
"3331",7,"44436","2011",719,15,"other"
"3332",99,"40126","2009",719,59,"other"
"3333",6,"39560","2008",719,105,"other"
"3334",11,"40265","2009",719,59,"other"
"3335",14,"37784","2008",719,105,"other"
"3336",4,"40127","2009",719,59,"other"
"3337",31,"40477","2009",719,59,"other"
"3338",638,"30886","2004",719,657,"other"
"3339",21,"42189","2010",719,37,"other"
"3340",72,"40010","2009",719,59,"other"
"3341",56,"38004","2008",719,105,"other"
"3342",501,"34610","2006",719,293,"other"
"3343",321,"31497","2005",719,456,"other"
"3344",621,"37279","2006",719,293,"other"
"3345",87,"40178","2009",719,59,"other"
"3346",583,"30969","2005",719,456,"other"
"3347",27,"38189","2007",719,181,"other"
"3348",1,"42181","2010",719,37,"other"
"3349",475,"31435","2005",719,456,"other"
"3350",1050,"33134","2006",719,293,"other"
"3351",73,"42370","2010",719,37,"other"
"3352",29,"40097","2009",719,59,"other"
"3353",27,"40558","2009",719,59,"other"
"3354",9,"43923","2010",719,37,"other"
"3355",1349,"30988","2005",719,456,"other"
"3356",31,"34142","2006",719,293,"other"
"3357",4,"40034","2009",719,59,"other"
"3358",20,"43341","2010",719,37,"other"
"3359",123,"35356","2007",719,181,"other"
"3360",351,"31365","2005",719,456,"other"
"3361",838,"35257","2007",719,181,"other"
"3362",6,"42318","2010",719,37,"other"
"3363",26,"42446","2010",719,37,"other"
"3364",135,"37789","2008",719,105,"other"
"3365",407,"31545","2005",719,456,"other"
"3366",31,"43694","2009",719,59,"other"
"3367",308,"37598","2006",719,293,"other"
"3368",33,"35299","2007",719,181,"other"
"3369",37,"42257","2010",719,37,"other"
"3370",9,"39923","2007",719,181,"other"
"3371",93,"38066","2008",719,105,"other"
"3372",7,"44821","2010",719,37,"other"
"3373",67,"42250","2010",719,37,"other"
"3374",772,"31593","2005",719,456,"other"
"3375",1,"42462","2010",719,37,"other"
"3376",3,"42324","2010",719,37,"other"
"3377",27,"35397","2007",719,181,"other"
"3378",6,"38011","2008",719,105,"other"
"3379",3,"39977","2009",719,59,"other"
"3380",4,"42455","2010",719,37,"other"
"3381",20,"40037","2009",719,59,"other"
"3382",6,"44544","2011",719,15,"other"
"3383",47,"42225","2010",719,37,"other"
"3384",76,"42288","2010",719,37,"other"
"3385",28,"35309","2007",719,181,"other"
"3386",10,"44196","2010",719,37,"other"
"3387",7,"44396","2011",719,15,"other"
"3388",14,"40212","2009",719,59,"other"
"3389",18,"42296","2010",719,37,"other"
"3390",492,"30973","2005",719,456,"other"
"3391",29,"44399","2011",719,15,"other"
"3392",6,"42251","2010",719,37,"other"
"3393",9,"42365","2010",719,37,"other"
"3394",141,"40142","2009",719,59,"other"
"3395",8,"44382","2011",719,15,"other"
"3396",17,"44442","2011",719,15,"other"
"3397",4,"42660","2010",719,37,"other"
"3398",285,"29561","2004",719,657,"other"
"3399",17,"43988","2009",719,59,"other"
"3400",23,"44805","2011",719,15,"other"
"3401",6,"44402","2011",719,15,"other"
"3402",606,"30997","2005",719,456,"other"
"3403",46,"42350","2010",719,37,"other"
"3404",1,"44398","2011",719,15,"other"
"3405",8,"42360","2010",719,37,"other"
"3406",28,"38108","2008",523,105,"other"
"3407",3,"40764","2009",523,59,"other"
"3408",50,"40765","2008",523,105,"other"
"3409",38,"44900","2007",523,181,"other"
"3410",150,"40440","2008",523,105,"other"
"3411",91,"37616","2007",523,181,"other"
"3412",11,"44901","2006",523,293,"other"
"3413",716,"29734","2004",523,657,"other"
"3414",73,"43035","2008",523,105,"other"
"3415",214,"34140","2006",523,293,"other"
"3416",654,"34014","2006",523,293,"other"
"3417",45,"42814","2009",523,59,"other"
"3418",2,"40758","2008",523,105,"other"
"3419",4,"45206","2007",523,181,"other"
"3420",1050,"31629","2005",523,456,"other"
"3421",124,"42636","2010",523,37,"other"
"3422",110,"37619","2007",523,181,"other"
"3423",53,"40761","2008",523,105,"other"
"3424",90,"40486","2009",523,59,"other"
"3425",231,"33658","2005",523,456,"other"
"3426",9,"43255","2009",523,59,"other"
"3427",4,"45223","2009",523,59,"other"
"3428",269,"30338","2004",523,657,"other"
"3429",13,"40759","2009",523,59,"other"
"3430",5,"42169","2009",523,59,"other"
"3431",22,"35419","2005",523,456,"other"
"3432",914,"35914","2007",523,181,"other"
"3433",98,"40760","2008",523,105,"other"
"3434",43,"43151","2010",523,37,"other"
"3435",4,"43270","2009",523,59,"other"
"3436",21,"43918","2010",523,37,"other"
"3437",52,"40542","2009",523,59,"other"
"3438",13,"42894","2010",523,37,"other"
"3439",27,"40302","2006",523,293,"other"
"3440",282,"35344","2007",79,181,"other"
"3441",14,"37528","2007",67,181,"other"
"3442",96,"43667","2009",501,59,"other"
"3443",82,"36982","2004",501,657,"other"
"3444",35,"41588","2006",501,293,"other"
"3445",47,"33747","2005",501,456,"other"
"3446",370,"37411","2007",501,181,"other"
"3447",243,"38724","2007",501,181,"other"
"3448",176,"41761","2008",501,105,"other"
"3449",171,"34751","2006",501,293,"other"
"3450",47,"43974","2010",501,37,"other"
"3451",15,"43943","2008",501,105,"other"
"3452",14,"37410","2007",501,181,"other"
"3453",23,"44204","2008",501,105,"other"
"3454",705,"34389","2006",501,293,"other"
"3455",25,"43782","2009",501,59,"other"
"3456",274,"40835","2008",501,105,"other"
"3457",11,"32714","2005",501,456,"other"
"3458",7,"40694","2008",501,105,"other"
"3459",397,"35163","2005",501,456,"other"
"3460",51,"43945","2007",501,181,"other"
"3461",73,"41757","2008",501,105,"other"
"3462",108,"32945","2005",501,456,"other"
"3463",221,"41960","2009",501,59,"other"
"3464",27,"36107","2004",501,657,"other"
"3465",79,"33745","2006",501,293,"other"
"3466",114,"39431","2007",501,181,"other"
"3467",23,"40886","2008",501,105,"other"
"3468",34,"37724","2007",501,181,"other"
"3469",23,"44339","2008",501,105,"other"
"3470",75,"41039","2007",501,181,"other"
"3471",344,"33995","2006",501,293,"other"
"3472",5,"44335","2010",501,37,"other"
"3473",83,"40608","2009",501,59,"other"
"3474",174,"44234","2007",501,181,"other"
"3475",118,"41966","2008",501,105,"other"
"3476",176,"38937","2008",501,105,"other"
"3477",207,"36307","2007",501,181,"other"
"3478",24,"44014","2010",501,37,"other"
"3479",107,"42178","2010",501,37,"other"
"3480",35,"43796","2010",501,37,"other"
"3481",42,"38660","2007",11,181,"other"
"3482",19,"44512","2011",582,15,"other"
"3483",38,"42440","2010",582,37,"other"
"3484",7,"44681","2011",582,15,"other"
"3485",85,"41486","2004",582,657,"other"
"3486",20,"37964","2008",582,105,"other"
"3487",60,"35624","2007",582,181,"other"
"3488",28,"37880","2008",582,105,"other"
"3489",2,"41745","2008",582,105,"other"
"3490",4,"36173","2007",582,181,"other"
"3491",79,"37881","2008",582,105,"other"
"3492",46,"35856","2007",582,181,"other"
"3493",4,"40611","2009",582,59,"other"
"3494",9,"37926","2008",582,105,"other"
"3495",36,"33222","2006",582,293,"other"
"3496",82,"40232","2008",582,105,"other"
"3497",2,"40299","2008",582,105,"other"
"3498",5,"42981","2010",582,37,"other"
"3499",60,"40915","2009",582,59,"other"
"3500",65,"32107","2004",582,657,"other"
"3501",22,"40153","2009",582,59,"other"
"3502",33,"35280","2007",582,181,"other"
"3503",14,"37959","2008",582,105,"other"
"3504",116,"37920","2008",582,105,"other"
"3505",19,"30589","2004",582,657,"other"
"3506",391,"35401","2007",582,181,"other"
"3507",4,"35827","2007",582,181,"other"
"3508",183,"37911","2008",582,105,"other"
"3509",9,"44359","2011",582,15,"other"
"3510",157,"35622","2007",582,181,"other"
"3511",45,"39883","2008",582,105,"other"
"3512",1067,"31210","2005",582,456,"other"
"3513",39,"38149","2008",582,105,"other"
"3514",12,"42802","2010",582,37,"other"
"3515",29,"41733","2009",582,59,"other"
"3516",88,"40025","2009",582,59,"other"
"3517",38,"37879","2008",582,105,"other"
"3518",481,"34844","2006",582,293,"other"
"3519",19,"33227","2006",582,293,"other"
"3520",102,"39503","2008",582,105,"other"
"3521",72,"39587","2008",582,105,"other"
"3522",116,"35553","2007",582,181,"other"
"3523",110,"37787","2008",582,105,"other"
"3524",87,"37958","2008",582,105,"other"
"3525",43,"42503","2010",582,37,"other"
"3526",42,"39566","2006",582,293,"other"
"3527",22,"42327","2010",582,37,"other"
"3528",927,"29762","2004",582,657,"other"
"3529",1,"42621","2010",582,37,"other"
"3530",93,"35362","2007",582,181,"other"
"3531",2,"35629","2007",582,181,"other"
"3532",23,"42545","2010",582,37,"other"
"3533",43,"40063","2009",582,59,"other"
"3534",330,"35273","2007",582,181,"other"
"3535",63,"41087","2009",582,59,"other"
"3536",35,"39655","2008",582,105,"other"
"3537",17,"40654","2009",582,59,"other"
"3538",123,"40373","2009",582,59,"other"
"3539",135,"37774","2008",582,105,"other"
"3540",6,"35423","2007",582,181,"other"
"3541",31,"35424","2005",582,456,"other"
"3542",7,"44611","2011",582,15,"other"
"3543",20,"40326","2008",582,105,"other"
"3544",102,"40018","2009",582,59,"other"
"3545",15,"38151","2008",582,105,"other"
"3546",7,"44542","2011",582,15,"other"
"3547",3,"43022","2009",582,59,"other"
"3548",46,"38704","2008",582,105,"other"
"3549",301,"40056","2009",582,59,"other"
"3550",10,"44384","2011",582,15,"other"
"3551",1564,"29786","2004",582,657,"other"
"3552",43,"35630","2007",582,181,"other"
"3553",116,"35560","2007",582,181,"other"
"3554",37,"40715","2008",582,105,"other"
"3555",8,"43946","2010",582,37,"other"
"3556",9,"42577","2009",582,59,"other"
"3557",3,"44889","2011",582,15,"other"
"3558",10,"44414","2011",582,15,"other"
"3559",45,"42289","2010",582,37,"other"
"3560",10,"44562","2011",582,15,"other"
"3561",32,"42610","2010",582,37,"other"
"3562",3,"44625","2011",582,15,"other"
"3563",106,"42562","2009",55,59,"other"
"3564",317,"37068","2005",404,456,"other"
"3565",9,"42510","2009",404,59,"other"
"3566",8,"40462","2006",404,293,"other"
"3567",78,"40406","2008",404,105,"other"
"3568",17,"41443","2009",614,59,"other"
"3569",915,"32910","2005",614,456,"other"
"3570",69,"41816","2008",614,105,"other"
"3571",20,"41290","2009",614,59,"other"
"3572",118,"41736","2009",614,59,"other"
"3573",9,"41019","2008",39,105,"other"
"3574",8,"38033","2008",39,105,"other"
"3575",81,"44174","2007",83,181,"other"
"3576",220,"41453","2006",158,293,"other"
"3577",88,"40452","2009",43,59,"other"
"3578",2155,"31978","2005",43,456,"other"
"3579",219,"42188","2010",43,37,"other"
"3580",115,"40802","2009",43,59,"other"
"3581",30,"42644","2009",1062,59,"other"
"3582",361,"35459","2006",1062,293,"other"
"3583",178,"29893","2004",1062,657,"other"
"3584",19,"42764","2009",1062,59,"other"
"3585",65,"39849","2007",1062,181,"other"
"3586",2,"39386","2008",1062,105,"other"
"3587",520,"33332","2006",1062,293,"other"
"3588",24,"42980","2010",1062,37,"other"
"3589",247,"35060","2006",1062,293,"other"
"3590",25,"33949","2006",1062,293,"other"
"3591",7,"31020","2005",1062,456,"other"
"3592",12,"41920","2009",1062,59,"other"
"3593",28,"42084","2008",1062,105,"other"
"3594",7,"44683","2011",1062,15,"other"
"3595",28,"42615","2009",1062,59,"other"
"3596",80,"38338","2008",1062,105,"other"
"3597",4,"44435","2011",1062,15,"other"
"3598",143,"40338","2008",1062,105,"other"
"3599",16,"37954","2007",1062,181,"other"
"3600",50,"40655","2007",1062,181,"other"
"3601",6,"41592","2008",1062,105,"other"
"3602",39,"41100","2009",1062,59,"other"
"3603",20,"44703","2011",1062,15,"other"
"3604",10,"35468","2007",1062,181,"other"
"3605",118,"40013","2009",1062,59,"other"
"3606",67,"33257","2005",1062,456,"other"
"3607",102,"33053","2004",1062,657,"other"
"3608",9,"38298","2008",1062,105,"other"
"3609",341,"37967","2008",1062,105,"other"
"3610",4,"45061","2010",1062,37,"other"
"3611",97,"37794","2008",1062,105,"other"
"3612",159,"40106","2009",1062,59,"other"
"3613",86,"40028","2009",1062,59,"other"
"3614",202,"35305","2007",1062,181,"other"
"3615",105,"30310","2004",1062,657,"other"
"3616",21,"40262","2008",1062,105,"other"
"3617",30,"44556","2011",1062,15,"other"
"3618",18,"44563","2011",1062,15,"other"
"3619",8,"43522","2005",1062,456,"other"
"3620",824,"32251","2005",1062,456,"other"
"3621",147,"37193","2007",1062,181,"other"
"3622",113,"39098","2008",1062,105,"other"
"3623",2,"42522","2010",1062,37,"other"
"3624",153,"35674","2006",1062,293,"other"
"3625",36,"44590","2011",1062,15,"other"
"3626",24,"43069","2010",1062,37,"other"
"3627",9,"44558","2011",1062,15,"other"
"3628",16,"40062","2009",1062,59,"other"
"3629",375,"29145","2004",1062,657,"other"
"3630",12,"41972","2009",1062,59,"other"
"3631",104,"31697","2005",1062,456,"other"
"3632",49,"39939","2008",1062,105,"other"
"3633",580,"32410","2005",1062,456,"other"
"3634",4,"44423","2011",1062,15,"other"
"3635",17,"39136","2008",1062,105,"other"
"3636",329,"30693","2004",1062,657,"other"
"3637",640,"35648","2007",1062,181,"other"
"3638",58,"42422","2010",1062,37,"other"
"3639",128,"40158","2009",1062,59,"other"
"3640",42,"44323","2007",1062,181,"other"
"3641",821,"29063","2004",1062,657,"other"
"3642",38,"42962","2009",1062,59,"other"
"3643",4,"41091","2009",1062,59,"other"
"3644",19,"41749","2009",1062,59,"other"
"3645",43,"40252","2009",1062,59,"other"
"3646",7,"42942","2010",1062,37,"other"
"3647",4,"44979","2011",1062,15,"other"
"3648",351,"40032","2009",1062,59,"other"
"3649",50,"42352","2010",1062,37,"other"
"3650",386,"41590","2004",1062,657,"other"
"3651",10,"40454","2009",1062,59,"other"
"3652",7,"42139","2009",1062,59,"other"
"3653",171,"37335","2005",1062,456,"other"
"3654",2,"36949","2007",1062,181,"other"
"3655",1103,"30963","2005",1062,456,"other"
"3656",4,"44634","2011",1062,15,"other"
"3657",36,"37450","2007",1062,181,"other"
"3658",192,"37441","2007",1062,181,"other"
"3659",84,"42913","2009",1062,59,"other"
"3660",92,"40329","2009",1062,59,"other"
"3661",20,"44386","2011",1062,15,"other"
"3662",8,"37841","2008",1062,105,"other"
"3663",37,"44509","2011",1062,15,"other"
"3664",375,"35645","2006",1062,293,"other"
"3665",22,"41030","2009",1062,59,"other"
"3666",93,"35348","2007",1062,181,"other"
"3667",13,"44669","2011",1062,15,"other"
"3668",765,"29110","2004",1062,657,"other"
"3669",87,"35663","2007",1062,181,"other"
"3670",71,"43006","2009",1062,59,"other"
"3671",6,"44838","2011",1062,15,"other"
"3672",11,"44540","2011",1062,15,"other"
"3673",503,"37781","2008",1062,105,"other"
"3674",37,"40836","2006",1062,293,"other"
"3675",3,"40379","2009",1062,59,"other"
"3676",60,"29148","2004",1062,657,"other"
"3677",136,"42292","2010",1062,37,"other"
"3678",3,"44672","2011",1062,15,"other"
"3679",39,"43106","2010",1062,37,"other"
"3680",94,"38102","2008",1062,105,"other"
"3681",7,"44680","2011",1062,15,"other"
"3682",50,"35555","2007",1062,181,"other"
"3683",300,"33044","2005",1062,456,"other"
"3684",3,"42418","2010",1062,37,"other"
"3685",6,"42702","2009",1062,59,"other"
"3686",42,"43131","2010",1062,37,"other"
"3687",23,"37731","2007",1062,181,"other"
"3688",89,"37449","2005",1062,456,"other"
"3689",1,"43095","2009",1062,59,"other"
"3690",22,"44699","2011",1062,15,"other"
"3691",3,"43146","2010",1062,37,"other"
"3692",3090,"30869","2004",1062,657,"other"
"3693",19,"44726","2011",1062,15,"other"
"3694",1,"44845","2011",1062,15,"other"
"3695",9,"40631","2008",1062,105,"other"
"3696",7,"39476","2008",1062,105,"other"
"3697",8,"42842","2010",1062,37,"other"
"3698",40,"31498","2005",1062,456,"other"
"3699",688,"38967","2005",1062,456,"other"
"3700",117,"36673","2007",1062,181,"other"
"3701",56,"42963","2010",1062,37,"other"
"3702",50,"40282","2007",1062,181,"other"
